Period	Date observed	Latitude	Longitude	Environment	Urban	Rural	Suburban	Village_small_town	Surface cover under tree	grass_tree	undergrowth_tree	bare_soil_tree	litter_tree	artificial_tree	Surface cover in open	Grass_open	undergrowth_open	bare_soil_open	litter_open	artificial_open	surface_tree_cover	Distance to artificial light source (m)	0-5_light	5-10_light	10-20_light	20+light	Standing	Alone	Species	Approx distance to coast (km)	Dist. from thermometer under tree to edge of canopy (m)	Dist. from thermometer in open either to edge of the canopy of nearest tree or to nearest building (m)	Percentage canopy cover	Canopy index	T max open	T min open	T max canopy	T min canopy	T max open - T max canopy	T min open- T min canopy	Tmax_open-Tmin_open	Tmax_canopy-Tmin_canopy	D = (Tmax open - T min open) - (T max canopy - T min canopy)	Canopy_index_2	Ruralfactor	20+lightfactor
1	10/12/2016	51.686	-1.9727	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	alone	1	Quercus robur	52	5	20	81-90	85	18.4	4	15	9.4	3.4	-5.4	14.4	5.6	8.8	7225	rural	20+light
1	10/10/2016	52.18519	-2.2445105	suburban	0	0	1	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus robur	150	2	30	81-90	85	19	7	15	9	4	-2	12	6	6	7225	nrural	20+light
1	10/12/2016	50.7394762	-1.6646202	village or small town	0	0	0	1	undergrowth	0	1	0	0	0	litter	0	0	0	1	0	undergrowth_litter	20+	0	0	0	1	with others	0	Quercus robur	0.5	4	6	81-90	85	19.4	2.6	17.9	7	1.5	-4.4	16.8	10.9	5.9	7225	nrural	20+light
1	10/15/2016	51.8830015	1.1650166	village or small town	0	0	0	1	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	alone	1	Quercus robur	2	1	10	51-60	55	18	6	16	10	2	-4	12	6	6	3025	nrural	20+light
1	10/13/2016	51.7088499	-2.3350902	rural	0	1	0	0	bare soil	0	0	1	0	0	grass	1	0	0	0	0	bare soil_grass	20+	0	0	0	1	with others	0	Quercus robur	6	3	8	71-80	75	25	-1.3	27.6	3.7	-2.6	-5	26.3	23.9	2.4	5625	rural	20+light
1	10/12/2016	50.1476799	-5.0633246	urban	1	0	0	0	litter	0	0	0	1	0	litter	0	0	0	1	0	litter_litter	0-5	1	0	0	0	with others	0	other oak	0.4	3	20	51-60	55	18.5	9.6	16.2	10.6	2.3	-1	8.9	5.6	3.3	3025	nrural	n20+light
1	10/21/2016	51.5365892	-0.9109245	village or small town	0	0	0	1	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	Quercus robur	110	10	10	71-80	75	18.8	0.9	16	7.7	2.8	-6.8	17.9	8.3	9.6	5625	nrural	20+light
1	10/11/2016	53.230914	2.560845	urban	1	0	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus petraea	13	5	6	81-90	85	17.9	11.2	16.4	10.3	1.5	0.9	6.7	6.1	0.6	7225	nrural	20+light
1	10/15/2016	-6.146048	106.854443	urban	1	0	0	0	artificial surface	0	0	0	0	1	artificial surface	0	0	0	0	1	artificial surface_artificial surface	0-5	1	0	0	0	with others	0	other oak	4	3	10	71-80	75	32.5	29.2	29.9	29.2	2.6	0	3.3	0.7	2.6	5625	nrural	n20+light
1	10/6/2016	51.2724368	-1.0443204	village or small town	0	0	0	1	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus robur	80	3	5	81-90	85	22	5.9	19	6	3	-0.1	16.1	13	3.1	7225	nrural	20+light
1	10/14/2016	52.6120348	-1.3329848	rural	0	1	0	0	litter	0	0	0	1	0	litter	0	0	0	1	0	litter_litter	20+	0	0	0	1	with others	0	Quercus robur	110	2.2	8	81-90	85	14	7.5	13	8.5	1	-1	6.5	4.5	2	7225	rural	20+light
1	11/1/2016	50.170278	5.121667	suburban	0	0	1	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	10-20	0	0	1	0	alone	1	Quercus robur	1.5	7	9	71-80	75	21.7	19.9	11.1	8.6	10.6	11.3	1.8	2.5	-0.7	5625	nrural	n20+light
1	11/4/2016	56.27	-3.01	suburban	0	0	1	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus petraea	1	5	5.9	81-90	85	10.4	-0.4	8.7	1.7	1.7	-2.1	10.8	7	3.8	7225	nrural	20+light
1	10/16/2016	56.2050992	-4.7106266	rural	0	1	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	Quercus robur	2.38	4	11.5	71-80	75	11.6	7.3	13.5	8.4	-1.9	-1.1	4.3	5.1	-0.8	5625	rural	20+light
1	10/20/2016	49.1248473	13.7910931	village or small town	0	0	0	1	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus petraea	378	8	10	91-100	95	18	2.9	19	8.4	-1	-5.5	15.1	10.6	4.5	9025	nrural	20+light
1	10/16/2016	56.7128722	-2.4591536	suburban	0	0	1	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	5-10	0	1	0	0	with others	0	other deciduous tree	0.6	2	8	21-30	25	11.2	9	11.7	10.3	-0.5	-1.3	2.2	1.4	0.8	625	nrural	n20+light
1	10/12/2016	47.419638	8.56501	suburban	0	0	1	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	10-20	0	0	1	0	alone	1	Quercus robur	340	1.5	17	91-100	95	22.7	-5.6	26.1	-1.3	-3.4	-4.3	28.3	27.4	0.9	9025	nrural	n20+light
1	10/11/2016	50.796145	-1.711522	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus robur	6.5	9	20	91-100	95	19.8	-1.4	15.6	5.8	4.2	-7.2	21.2	9.8	11.4	9025	rural	20+light
1	10/20/2016	-23.55939	-46.6534	urban	1	0	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	5-10	0	1	0	0	with others	0	other plant	53	3	7	21-30	25	33.3	20	37.6	20	-4.3	0	13.3	17.6	-4.3	625	nrural	n20+light
1	10/11/2016	50.2431299	-5.2597026	rural	0	1	0	0	undergrowth	0	1	0	0	0	undergrowth	0	1	0	0	0	undergrowth_undergrowth	20+	0	0	0	1	with others	0	Quercus robur	4	3	1	71-80	75	21	9.3	19.7	8.9	1.3	0.4	11.7	10.8	0.9	5625	rural	20+light
1	10/18/2016	51.3474565	-0.044716	urban	1	0	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	other oak	60	1	25	71-80	75	20.6	2.7	18.1	7.6	2.5	-4.9	17.9	10.5	7.4	5625	nrural	20+light
1	10/12/2016	53.56671	-0.1436012	rural	0	1	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	other deciduous tree	4	1.3	5	81-90	85	15.6	4.7	13.8	4.8	1.8	-0.1	10.9	9	1.9	7225	rural	20+light
1	10/25/2016	52.550825	0.0449442	rural	0	1	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	Quercus robur	50	4.5	8	31-40	35	17	10	15.5	12	1.5	-2	7	3.5	3.5	1225	rural	20+light
1	10/13/2016	52.71801	-3.92912	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus petraea	6	5.2	22.5	51-60	55	14.4	4.4	12.7	8	1.7	-3.6	10	4.7	5.3	3025	rural	20+light
1	10/16/2016	52.6306958	-2.4880088	village or small town	0	0	0	1	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	10-20	0	0	1	0	with others	0	Quercus robur	78	6	1	81-90	85	18.2	7.5	19	7.9	-0.8	-0.4	10.7	11.1	-0.4	7225	nrural	n20+light
1	10/17/2016	51.576443	-0.132915	urban	1	0	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	Quercus robur	80	10	20	61-70	65	17	7	20	16	-3	-9	10	4	6	4225	nrural	20+light
1	10/11/2016	56.673413	-2.752376	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus robur	18	2	10	81-90	85	14.7	4.4	14.8	6.4	-0.1	-2	10.3	8.4	1.9	7225	rural	20+light
1	10/8/2016	53.3969079	-1.4625821	urban	1	0	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus robur	130	5	2.5	71-80	75	22	9.5	12.7	9.4	9.3	0.1	12.5	3.3	9.2	5625	nrural	20+light
1	10/19/2016	51.5269147	-0.5693221	suburban	0	0	1	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus robur	80	9	20	81-90	85	16.9	6.8	14.7	8.7	2.2	-1.9	10.1	6	4.1	7225	nrural	20+light
1	10/6/2016	54.4858303	-0.9795259	rural	0	1	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	Quercus petraea	15.5	2.25	10	81-90	85	23.4	5.8	18.1	8.3	5.3	-2.5	17.6	9.8	7.8	7225	rural	20+light
1	10/9/2016	50.1576481	-5.2317555	rural	0	1	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	other deciduous tree	10	3.6	16	81-90	85	17.9	10.4	15.8	10	2.1	0.4	7.5	5.8	1.7	7225	rural	20+light
1	10/27/2016	51.3403	-1.1007	rural	0	1	0	0	undergrowth	0	1	0	0	0	undergrowth	0	1	0	0	0	undergrowth_undergrowth	20+	0	0	0	1	with others	0	Quercus robur	56	7	7	71-80	75	16.6	7.7	13.7	8	2.9	-0.3	8.9	5.7	3.2	5625	rural	20+light
1	10/9/2016	53.39459	-2.62644	suburban	0	0	1	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	0-5	1	0	0	0	with others	0	Quercus robur	26	10	15	61-70	65	13.9	6	14.2	9.4	-0.3	-3.4	7.9	4.8	3.1	4225	nrural	n20+light
1	10/19/2016	53.6898985	-2.4722246	suburban	0	0	1	0	litter	0	0	0	1	0	undergrowth	0	1	0	0	0	litter_undergrowth	20+	0	0	0	1	with others	0	Quercus robur	35	5	7	81-90	85	10.6	6.7	10	7.9	0.6	-1.2	3.9	2.1	1.8	7225	nrural	20+light
1	10/23/2016	50.24018	-5.31502	rural	0	1	0	0	undergrowth	0	1	0	0	0	undergrowth	0	1	0	0	0	undergrowth_undergrowth	20+	0	0	0	1	with others	0	Quercus petraea	1	5	8	81-90	85	18	10.4	16.2	11.2	1.8	-0.8	7.6	5	2.6	7225	rural	20+light
1	10/8/2016	51.7380274	0.2696006	rural	0	1	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	alone	1	Quercus petraea	15	3.4	25	91-100	95	20.6	15.5	19.9	14.9	0.7	0.6	5.1	5	0.1	9025	rural	20+light
1	10/21/2016	52.5760715	-1.8554814	suburban	0	0	1	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus robur	150	2	1	61-70	65	16.7	-0.4	17.4	4.6	-0.7	-5	17.1	12.8	4.3	4225	nrural	20+light
1	10/9/2016	55.789356	-4.6137	rural	0	1	0	0	litter	0	0	0	1	0	undergrowth	0	1	0	0	0	litter_undergrowth	20+	0	0	0	1	with others	0	Quercus petraea	16.4	4	3	51-60	55	19	3.6	21.1	6.2	-2.1	-2.6	15.4	14.9	0.5	3025	rural	20+light
1	10/13/2016	52.14	0.59	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	alone	1	Quercus robur	107	8	47	91-100	95	22.6	-1.6	15.6	6.6	7	-8.2	24.2	9	15.2	9025	rural	20+light
1	10/9/2016	52.772878	-2.819865	rural	0	1	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus robur	75	7	8	91-100	95	14.4	3.8	13.8	8	0.6	-4.2	10.6	5.8	4.8	9025	rural	20+light
1	10/17/2016	51.034125	-0.291565	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus robur	23.36	5.5	6.5	81-90	85	16.7	1	15	5.7	1.7	-4.7	15.7	9.3	6.4	7225	rural	20+light
1	10/3/2016	0.04	51.19	suburban	0	0	1	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	Quercus robur	33	2	18	91-100	95	22	2.6	19.3	4.9	2.7	-2.3	19.4	14.4	5	9025	nrural	20+light
1	10/10/2016	56.0151876	-4.7515949	rural	0	1	0	0	litter	0	0	0	1	0	undergrowth	0	1	0	0	0	litter_undergrowth	20+	0	0	0	1	with others	0	Quercus robur	2	3	6	81-90	85	15.2	0.7	17	4.2	-1.8	-3.5	14.5	12.8	1.7	7225	rural	20+light
1	10/10/2016	51.648	-10.073	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	alone	1	other deciduous tree	0.5	1	7	61-70	65	24.1	4.5	14.7	6.4	9.4	-1.9	19.6	8.3	11.3	4225	rural	20+light
1	10/17/2016	52.205683	-2.1709152	urban	1	0	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	10-20	0	0	1	0	with others	0	Quercus robur	109	5	35	51-60	55	16.4	7.4	16.4	9.1	0	-1.7	9	7.3	1.7	3025	nrural	n20+light
1	10/18/2016	51.4882701	-0.3100275	urban	1	0	0	0	bare soil	0	0	1	0	0	grass	1	0	0	0	0	bare soil_grass	5-10	0	1	0	0	alone	1	Quercus robur	70	4	25	61-70	65	11.5	5.8	17.4	8.6	-5.9	-2.8	5.7	8.8	-3.1	4225	nrural	n20+light
1	10/11/2016	50.7848099	-2.9888545	village or small town	0	0	0	1	bare soil	0	0	1	0	0	bare soil	0	0	1	0	0	bare soil_bare soil	0-5	1	0	0	0	with others	0	other deciduous tree	8.5	1	3	51-60	55	12.7	12	17	15.7	-4.3	-3.7	0.7	1.3	-0.6	3025	nrural	n20+light
1	10/9/2016	51.0708594	-1.3258408	suburban	0	0	1	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	10-20	0	0	1	0	with others	0	Quercus robur	24	2	5	91-100	95	16	7	15	8	1	-1	9	7	2	9025	nrural	n20+light
1	10/11/2016	57.4652757	-7.3847713	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	other deciduous tree	1	1	50	71-80	75	16.7	2.3	12.8	7	3.9	-4.7	14.4	5.8	8.6	5625	rural	20+light
1	10/10/2016	53.5330397	-2.308126	rural	0	1	0	0	grass	1	0	0	0	0	bare soil	0	0	1	0	0	grass_bare soil	20+	0	0	0	1	alone	1	Quercus petraea	75	1	1	81-90	85	15.2	10.9	11	8	4.2	2.9	4.3	3	1.3	7225	rural	20+light
1	10/29/2016	53.3852794	-2.9241169	urban	1	0	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	10-20	0	0	1	0	with others	0	other oak	4	3	3	81-90	85	18	12	20	15	-2	-3	6	5	1	7225	nrural	n20+light
1	10/20/2016	51.5171506	0.6199734	urban	1	0	0	0	bare soil	0	0	1	0	0	grass	1	0	0	0	0	bare soil_grass	20+	0	0	0	1	with others	0	Quercus robur	0.5	4	6	31-40	35	15.6	10.1	18.2	15	-2.6	-4.9	5.5	3.2	2.3	1225	nrural	20+light
1	10/22/2016	50.7288175	-1.9103189	urban	1	0	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	5-10	0	1	0	0	with others	0	Quercus robur	2	7	2	71-80	75	15	6.9	12.9	6.5	2.1	0.4	8.1	6.4	1.7	5625	nrural	n20+light
1	11/2/2016	53.053299	-1.288663	village or small town	0	0	0	1	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	5-10	0	1	0	0	alone	1	Quercus robur	86	5	6	71-80	75	8.7	-2	10	2.8	-1.3	-4.8	10.7	7.2	3.5	5625	nrural	n20+light
1	10/11/2016	53.638655	-1.8549	village or small town	0	0	0	1	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	other deciduous tree	86	5	30	81-90	85	12.5	3.2	15	8	-2.5	-4.8	9.3	7	2.3	7225	nrural	20+light
1	11/9/2016	51.130787	-3.352803	rural	0	1	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus petraea	7	13	7	61-70	65	15	2.6	10.6	6.5	4.4	-3.9	12.4	4.1	8.3	4225	rural	20+light
1	10/12/2016	50.7281489	-1.1538772	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	alone	1	other deciduous tree	0.5	4	3	81-90	85	16.6	16.4	16.4	16.3	0.2	0.1	0.2	0.1	0.1	7225	rural	20+light
1	10/10/2016	52.304322	0.393649	rural	0	1	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	other deciduous tree	95	10	1	61-70	65	19.7	3	15.7	8.6	4	-5.6	16.7	7.1	9.6	4225	rural	20+light
1	10/8/2016	53.0838028	-2.4674123	suburban	0	0	1	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	other deciduous tree	73	2	5	61-70	65	23.7	1.7	22	8	1.7	-6.3	22	14	8	4225	nrural	20+light
1	10/8/2016	52.594527	-1.687745	suburban	0	0	1	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus robur	135	10	30	91-100	95	22.6	0.9	14	7.6	8.6	-6.7	21.7	6.4	15.3	9025	nrural	20+light
1	10/29/2016	50.9288636	0.5371133	rural	0	1	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus robur	8	10	25	81-90	85	17	11.7	15	12.4	2	-0.7	5.3	2.6	2.7	7225	rural	20+light
1	10/9/2016	52.0015392	1.0552442	village or small town	0	0	0	1	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	alone	1	Quercus robur	17.5	6.5	11.9	91-100	95	17	4.4	18.4	8	-1.4	-3.6	12.6	10.4	2.2	9025	nrural	20+light
1	10/24/2016	50.855147	-0.1472927	suburban	0	0	1	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus petraea	3.8	4	20	71-80	75	14.3	5.6	16.5	7.5	-2.2	-1.9	8.7	9	-0.3	5625	nrural	20+light
1	10/12/2016	51.4439879	-2.6395207	village or small town	0	0	0	1	undergrowth	0	1	0	0	0	undergrowth	0	1	0	0	0	undergrowth_undergrowth	20+	0	0	0	1	with others	0	Quercus robur	10.06	3.1	20	71-80	75	16.6	3.4	18.3	6.4	-1.7	-3	13.2	11.9	1.3	5625	nrural	20+light
1	11/17/2016	51.7419865	-2.20396	village or small town	0	0	0	1	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	other deciduous tree	30	7	25	51-60	55	13	-1.3	20	1	-7	-2.3	14.3	19	-4.7	3025	nrural	20+light
1	10/9/2016	52.87027558	1.41837846	rural	0	1	0	0	grass	1	0	0	0	0	bare soil	0	0	1	0	0	grass_bare soil	20+	0	0	0	1	with others	0	Quercus robur	1.61	4	20	91-100	95	20.8	9.2	22.2	10.5	-1.4	-1.3	11.6	11.7	-0.1	9025	rural	20+light
1	10/26/2016	50.91396875	0.03815711	rural	0	1	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	alone	1	Quercus robur	26	7	10	61-70	65	19.4	3.6	15.9	8.5	3.5	-4.9	15.8	7.4	8.4	4225	rural	20+light
1	10/15/2016	52.4489717	-1.9308602	suburban	0	0	1	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	other deciduous tree	140	7	15	81-90	85	17.6	2.2	15.4	6.4	2.2	-4.2	15.4	9	6.4	7225	nrural	20+light
2	11/16/2016	52.5197258	-3.3117156	village or small town	0	0	0	1	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus petraea	50.03	5.5	11	61-70	65	15	1	11.1	4.5	3.9	-3.5	14	6.6	7.4	4225	nrural	20+light
2	11/3/2016	50.414389	-4.648992	urban	1	0	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus robur	12	3	20	11-20	15	13.6	7.3	16.2	13.4	-2.6	-6.1	6.3	2.8	3.5	225	nrural	20+light
2	11/17/2016	51.4435	-2.5301	rural	0	1	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	other oak	15	10	2	31-40	35	11.7	2.7	11.2	5.6	0.5	-2.9	9	5.6	3.4	1225	rural	20+light
2	11/8/2016	52.3486455	-3.9880639	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	alone	1	Quercus petraea	10	4	20	51-60	55	11	3.4	10.7	5	0.3	-1.6	7.6	5.7	1.9	3025	rural	20+light
2	11/11/2016	56.423219	-3.442787	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	alone	1	Quercus robur	42	10.37	9.1	91-100	95	9	-7	10.5	-2.4	-1.5	-4.6	16	12.9	3.1	9025	rural	20+light
2	11/11/2016	51.255693	1.127225	rural	0	1	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	Quercus petraea	24	5	14	11-20	15	16.9	-1.2	16.7	0	0.2	-1.2	18.1	16.7	1.4	225	rural	20+light
2	11/16/2016	52.5742433	1.6916727	rural	0	1	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus petraea	3.5	4.5	12.5	11-20	15	13.9	3.6	19.6	6.5	-5.7	-2.9	10.3	13.1	-2.8	225	rural	20+light
2	11/10/2016	51.941508	1.043144	village or small town	0	0	0	1	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus robur	15.5	5.5	100	71-80	75	17.9	3	18.4	9.3	-0.5	-6.3	14.9	9.1	5.8	5625	nrural	20+light
2	11/6/2016	51.555193	0.634652	suburban	0	0	1	0	litter	0	0	0	1	0	litter	0	0	0	1	0	litter_litter	10-20	0	0	1	0	with others	0	Quercus robur	1.72	1	1	61-70	65	10.5	-2	10.1	2.1	0.4	-4.1	12.5	8	4.5	4225	nrural	n20+light
2	11/2/2016	51.868002	-0.430408	suburban	0	0	1	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	alone	1	Quercus robur	98	2	8	81-90	85	18.6	2.3	19.7	3.4	-1.1	-1.1	16.3	16.3	0	7225	nrural	20+light
2	11/10/2016	52.0610495	-4.0403998	rural	0	1	0	0	undergrowth	0	1	0	0	0	bare soil	0	0	1	0	0	undergrowth_bare soil	20+	0	0	0	1	with others	0	Quercus robur	25.7	3	13	0-10	5	10.5	4	10.5	4.5	0	-0.5	6.5	6	0.5	25	rural	20+light
2	11/8/2016	51.4379	-0.4743	suburban	0	0	1	0	bare soil	0	0	1	0	0	grass	1	0	0	0	0	bare soil_grass	5-10	0	1	0	0	with others	0	other shrub	72	0.7	15	0-10	5	8.9	-5.7	10.5	-0.1	-1.6	-5.6	14.6	10.6	4	25	nrural	n20+light
2	11/10/2016	51.629	-0.702	rural	0	1	0	0	grass	1	0	0	0	0	bare soil	0	0	1	0	0	grass_bare soil	20+	0	0	0	1	with others	0	other deciduous tree	131	12	5	31-40	35	12.4	4.4	12.4	5.4	0	-1	8	7	1	1225	rural	20+light
2	11/12/2016	52.5089328	-3.313737	village or small town	0	0	0	1	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	10-20	0	0	1	0	alone	1	Quercus petraea	45	1	40	31-40	35	13	1.7	13	3.1	0	-1.4	11.3	9.9	1.4	1225	nrural	n20+light
2	11/3/2016	51.2981123	-1.9863964	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	alone	1	Quercus robur	55	3	3	81-90	85	13.6	5.6	11.8	6.8	1.8	-1.2	8	5	3	7225	rural	20+light
2	11/5/2016	55.83380689	-2.90026188	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus petraea	15	4	3	61-70	65	5	-0.3	5	0.9	0	-1.2	5.3	4.1	1.2	4225	rural	20+light
2	11/15/2016	55.8263532	-4.074188	village or small town	0	0	0	1	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	5-10	0	1	0	0	with others	0	Quercus robur	55	3	8	41-50	45	4.1	1.5	4.5	3.5	-0.4	-2	2.6	1	1.6	2025	nrural	n20+light
2	11/5/2016	53.444817	-2.38284	suburban	0	0	1	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	Quercus robur	39	2	15	31-40	35	8	-5	8.9	-0.4	-0.9	-4.6	13	9.3	3.7	1225	nrural	20+light
2	10/31/2016	51.2354225	-0.1923761	suburban	0	0	1	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	alone	1	Quercus petraea	60	5	10	61-70	65	18.3	4.5	23.6	8.5	-5.3	-4	13.8	15.1	-1.3	4225	nrural	20+light
2	11/14/2016	34.534	33.3753	suburban	0	0	1	0	litter	0	0	0	1	0	litter	0	0	0	1	0	litter_litter	5-10	0	1	0	0	with others	0	other shrub	0.9	1.5	5	61-70	65	43.5	14.2	41.8	11	1.7	3.2	29.3	30.8	-1.5	4225	nrural	n20+light
2	11/8/2016	53.038443	-1.491495	rural	0	1	0	0	bare soil	0	0	1	0	0	grass	1	0	0	0	0	bare soil_grass	20+	0	0	0	1	alone	1	Quercus robur	107	7	50	71-80	75	10.7	2.5	6.4	2.7	4.3	-0.2	8.2	3.7	4.5	5625	rural	20+light
2	10/16/2016	50.718412	-3.533899	rural	0	1	0	0	litter	0	0	0	1	0	bare soil	0	0	1	0	0	litter_bare soil	20+	0	0	0	1	with others	0	Quercus robur	15	6	3	61-70	65	12	3	9	3	3	0	9	6	3	4225	rural	20+light
2	11/8/2016	51.744	-1.6	rural	0	1	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	Quercus robur	35	7	80	11-20	15	7.2	1.3	7	1.4	0.2	-0.1	5.9	5.6	0.3	225	rural	20+light
2	11/10/2016	51.477162	-1.062735	village or small town	0	0	0	1	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	Quercus robur	100	12	1000	71-80	75	10.9	-1.6	12.2	0.8	-1.3	-2.4	12.5	11.4	1.1	5625	nrural	20+light
