Period	Date observed	Latitude	Longitude	Environment	Urban	Rural	Suburban	Village_small_town	Surface cover under tree	grass_tree	undergrowth_tree	bare_soil_tree	litter_tree	artificial_tree	Surface cover in open	Grass_open	undergrowth_open	bare_soil_open	litter_open	artificial_open	surface_tree_cover	Distance to artificial light source (m)	0-5_light	5-10_light	10-20_light	20+light	Standing	Alone	Species	Approx distance to coast (km)	Dist. from thermometer under tree to edge of canopy (m)	Dist. from thermometer in open either to edge of the canopy of nearest tree or to nearest building (m)	Percentage canopy cover	Canopy index	T max open	T min open	T max canopy	T min canopy	T max open - T max canopy	T min open- T min canopy	Tmax_open-Tmin_open	Tmax_canopy-Tmin_canopy	D = (Tmax open - T min open) - (T max canopy - T min canopy)	Canopy_index_2	Ruralfactor	20+lightfactor
2	11/6/2016	52.04012	1.241614	rural	0	1	0	0	litter	0	0	0	1	0	litter	0	0	0	1	0	litter_litter	20+	0	0	0	1	alone	1	Quercus robur	13.8	1	8	61-70	65	10	-1	22.5	1	-12.5	-2	11	21.5	-10.5	4225	rural	20+light
2	11/12/2016	52.0190601	-0.7990646	suburban	0	0	1	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	Quercus robur	105	1	3	41-50	45	9.6	3.9	9.4	4	0.2	-0.1	5.7	5.4	0.3	2025	nrural	20+light
2	11/9/2016	53.3782234	-2.1395637	suburban	0	0	1	0	undergrowth	0	1	0	0	0	artificial surface	0	0	0	0	1	undergrowth_artificial surface	10-20	0	0	1	0	with others	0	other deciduous tree	81	5.79	1	21-30	25	4.8	2.6	4.6	2	0.2	0.6	2.2	2.6	-0.4	625	nrural	n20+light
2	11/1/2016	51.778834	-1.2218	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	alone	1	Quercus robur	110	2	14	61-70	65	15.2	5.6	15.7	5.9	-0.5	-0.3	9.6	9.8	-0.2	4225	rural	20+light
2	10/21/2016	48.876429	9.35694	village or small town	0	0	0	1	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	5-10	0	1	0	0	alone	1	other oak	0	1	2	81-90	85	0	0	0	0	0	0	0	0	0	7225	nrural	n20+light
2	11/13/2016	53.8125134	-1.8160785	suburban	0	0	1	0	litter	0	0	0	1	0	undergrowth	0	1	0	0	0	litter_undergrowth	20+	0	0	0	1	with others	0	Quercus petraea	70	2	5	41-50	45	10.9	0.9	11.6	2.2	-0.7	-1.3	10	9.4	0.6	2025	nrural	20+light
2	10/26/2016	51.7483932	-0.3458824	urban	1	0	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	other deciduous tree	100	5	5	81-90	85	14.2	7	13.7	8.1	0.5	-1.1	7.2	5.6	1.6	7225	nrural	20+light
2	11/7/2016	54.5190223	-1.5486372	suburban	0	0	1	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus robur	40	5	30	71-80	75	13.7	-1.2	11.6	2.8	2.1	-4	14.9	8.8	6.1	5625	nrural	20+light
2	11/8/2016	50.843203	-0.150263	urban	1	0	0	0	litter	0	0	0	1	0	litter	0	0	0	1	0	litter_litter	20+	0	0	0	1	alone	1	other deciduous tree	3	1	8	11-20	15	9.4	-3	9.9	0.4	-0.5	-3.4	12.4	9.5	2.9	225	nrural	20+light
2	11/13/2016	53.178082	10.968718	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus robur	100	2.5	30	61-70	65	-1	-6.1	-0.3	-4.8	-0.7	-1.3	5.1	4.5	0.6	4225	rural	20+light
2	11/17/2016	51.64632	-3.236053	village or small town	0	0	0	1	litter	0	0	0	1	0	undergrowth	0	1	0	0	0	litter_undergrowth	20+	0	0	0	1	with others	0	Quercus petraea	21	5.05	2.8	41-50	45	10.5	0.5	15	3.7	-4.5	-3.2	10	11.3	-1.3	2025	nrural	20+light
2	11/6/2016	52.8121334	-1.6639797	suburban	0	0	1	0	litter	0	0	0	1	0	undergrowth	0	1	0	0	0	litter_undergrowth	20+	0	0	0	1	with others	0	other oak	115	4.8	4	51-60	55	7.8	1	15.4	2.1	-7.6	-1.1	6.8	13.3	-6.5	3025	nrural	20+light
2	11/15/2016	52.5262	1.0395	village or small town	0	0	0	1	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus robur	48	4	20	41-50	45	14	9.3	13.6	10.6	0.4	-1.3	4.7	3	1.7	2025	nrural	20+light
2	11/14/2016	51.155237	1.226282	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus robur	10	1	30	11-20	15	13.1	-0.6	11.1	3	2	-3.6	13.7	8.1	5.6	225	rural	20+light
2	11/4/2016	51.1780225	0.5188923	rural	0	1	0	0	litter	0	0	0	1	0	bare soil	0	0	1	0	0	litter_bare soil	20+	0	0	0	1	with others	0	Quercus robur	35	32	3.7	41-50	45	12.4	0.4	11.4	2.4	1	-2	12	9	3	2025	rural	20+light
2	10/30/2016	53.64633333	-1.583355556	village or small town	0	0	0	1	grass	1	0	0	0	0	bare soil	0	0	1	0	0	grass_bare soil	20+	0	0	0	1	alone	1	Quercus petraea	93.2	2.4	21.2	71-80	75	17	10.4	14	11.1	3	-0.7	6.6	2.9	3.7	5625	nrural	20+light
2	11/16/2016	51.4326284	-0.4185253	suburban	0	0	1	0	bare soil	0	0	1	0	0	grass	1	0	0	0	0	bare soil_grass	20+	0	0	0	1	with others	0	Quercus robur	58.6	3	15	61-70	65	13.4	5.7	14.3	6.8	-0.9	-1.1	7.7	7.5	0.2	4225	nrural	20+light
2	10/20/2016	52.4518393	-2.7494109	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	other oak	180	1	7	71-80	75	24.6	0	23.4	0	1.2	0	24.6	23.4	1.2	5625	rural	20+light
2	10/31/2016	53.362486	-2.9226317	village or small town	0	0	0	1	litter	0	0	0	1	0	litter	0	0	0	1	0	litter_litter	10-20	0	0	1	0	with others	0	other deciduous tree	286	3	7	61-70	65	18.7	9.6	16.7	9.9	2	-0.3	9.1	6.8	2.3	4225	nrural	n20+light
2	11/9/2016	53.1842287	-3.0232393	village or small town	0	0	0	1	litter	0	0	0	1	0	litter	0	0	0	1	0	litter_litter	10-20	0	0	1	0	with others	0	other oak	35	1	15	31-40	35	8	-1	11	2	-3	-3	9	9	0	1225	nrural	n20+light
2	10/30/2016	51.4717404	-3.2507491	urban	1	0	0	0	bare soil	0	0	1	0	0	artificial surface	0	0	0	0	1	bare soil_artificial surface	10-20	0	0	1	0	with others	0	other plant	12.87	0.1	6	91-100	95	19.7	11.6	17.4	12	2.3	-0.4	8.1	5.4	2.7	9025	nrural	n20+light
2	11/9/2016	50.1616186	-5.1295924	rural	0	1	0	0	litter	0	0	0	1	0	litter	0	0	0	1	0	litter_litter	20+	0	0	0	1	with others	0	Quercus robur	4.5	7	10	61-70	65	13.7	6	11.2	6.6	2.5	-0.6	7.7	4.6	3.1	4225	rural	20+light
2	11/7/2016	53.369001	-1.5193	suburban	0	0	1	0	litter	0	0	0	1	0	artificial surface	0	0	0	0	1	litter_artificial surface	20+	0	0	0	1	with others	0	Quercus robur	112	12	20	31-40	35	9.2	3.2	7.5	4	1.7	-0.8	6	3.5	2.5	1225	nrural	20+light
2	11/13/2016	52.0040169	-0.8077806	suburban	0	0	1	0	litter	0	0	0	1	0	undergrowth	0	1	0	0	0	litter_undergrowth	20+	0	0	0	1	with others	0	other deciduous tree	109	6	15	31-40	35	9.9	-0.5	6.8	0.9	3.1	-1.4	10.4	5.9	4.5	1225	nrural	20+light
2	11/11/2016	53.734501	-1.142651	rural	0	1	0	0	undergrowth	0	1	0	0	0	undergrowth	0	1	0	0	0	undergrowth_undergrowth	20+	0	0	0	1	with others	0	Quercus robur	67.5	9.2	60	61-70	65	10.2	1.7	8.9	-1.5	1.3	3.2	8.5	10.4	-1.9	4225	rural	20+light
2	11/10/2016	51.5783246	-0.3079303	suburban	0	0	1	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	other deciduous tree	141.8	1	5	41-50	45	21.02	0	20	0	1.02	0	21.02	20	1.02	2025	nrural	20+light
2	11/13/2016	50.741345	-3.4933543	urban	1	0	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	Quercus robur	25	5	20	71-80	75	17.4	4	18.8	7.2	-1.4	-3.2	13.4	11.6	1.8	5625	nrural	20+light
2	11/8/2016	52.70964	-2.78925	suburban	0	0	1	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	0-5	1	0	0	0	alone	1	other deciduous tree	80	1	5	31-40	35	8	4	8	5	0	-1	4	3	1	1225	nrural	n20+light
2	11/11/2016	51.9925453	-0.7229558	urban	1	0	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	other deciduous tree	120	1	3	71-80	75	13.1	-1.7	14.1	1.9	-1	-3.6	14.8	12.2	2.6	5625	nrural	20+light
2	11/6/2016	51.24477778	-0.866305556	rural	0	1	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus robur	51	9.8	20	81-90	85	9.8	2	9.1	1	0.7	1	7.8	8.1	-0.3	7225	rural	20+light
2	11/15/2016	50.62307	-2.4755299	village or small town	0	0	0	1	litter	0	0	0	1	0	litter	0	0	0	1	0	litter_litter	0-5	1	0	0	0	alone	1	other deciduous tree	2	4	10	31-40	35	15	11	14.9	10.6	0.1	0.4	4	4.3	-0.3	1225	nrural	n20+light
2	11/15/2016	52.8087986	-2.1008651	suburban	0	0	1	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	10-20	0	0	1	0	with others	0	Quercus petraea	95	10	2	51-60	55	12.7	3	13.3	6.2	-0.6	-3.2	9.7	7.1	2.6	3025	nrural	n20+light
2	11/8/2016	52.909483	-1.129106	rural	0	1	0	0	litter	0	0	0	1	0	undergrowth	0	1	0	0	0	litter_undergrowth	20+	0	0	0	1	with others	0	Quercus petraea	80	15	2	61-70	65	10	0.7	11.2	4.7	-1.2	-4	9.3	6.5	2.8	4225	rural	20+light
2	10/17/2016	54.215215	-1.650263	rural	0	1	0	0	undergrowth	0	1	0	0	0	undergrowth	0	1	0	0	0	undergrowth_undergrowth	20+	0	0	0	1	alone	1	Quercus robur	60	4	15	81-90	85	16.4	2.2	19	4.1	-2.6	-1.9	14.2	14.9	-0.7	7225	rural	20+light
2	11/7/2016	53.8789831	-3.0144383	suburban	0	0	1	0	artificial surface	0	0	0	0	1	artificial surface	0	0	0	0	1	artificial surface_artificial surface	5-10	0	1	0	0	alone	1	Quercus robur	2.17	3.2	6.87	61-70	65	14.5	-6	11.96	-4	2.54	-2	20.5	15.96	4.54	4225	nrural	n20+light
2	10/24/2016	51.299854	-2.231009	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	10-20	0	0	1	0	with others	0	Quercus robur	60	5	20	61-70	65	15.7	4.3	18	8.3	-2.3	-4	11.4	9.7	1.7	4225	rural	n20+light
2	11/2/2016	55.0968259	-2.953347	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus robur	32	3	15	81-90	85	13.9	-3.3	19.5	-0.9	-5.6	-2.4	17.2	20.4	-3.2	7225	rural	20+light
2	10/30/2016	52.248605	-0.24229	rural	0	1	0	0	litter	0	0	0	1	0	undergrowth	0	1	0	0	0	litter_undergrowth	20+	0	0	0	1	alone	1	Quercus robur	73	9.1	5.4	51-60	55	19	2.3	15.7	5	3.3	-2.7	16.7	10.7	6	3025	rural	20+light
2	11/14/2016	53.4573913	-2.1495675	urban	1	0	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	5-10	0	1	0	0	with others	0	Quercus petraea	72	4	15	11-20	15	9	6	10	7	-1	-1	3	3	0	225	nrural	n20+light
2	11/14/2016	51.320701	-2.848544	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	alone	1	Quercus robur	9.72	3	38	71-80	75	13.4	4	12.9	4.9	0.5	-0.9	9.4	8	1.4	5625	rural	20+light
2	10/29/2016	50.188112	-5.123683	rural	0	1	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	Quercus robur	6.4	5.7	78	61-70	65	17.6	10.3	14.3	11.8	3.3	-1.5	7.3	2.5	4.8	4225	rural	20+light
2	10/30/2016	51.490389	-1.786216	rural	0	1	0	0	grass	1	0	0	0	0	bare soil	0	0	1	0	0	grass_bare soil	20+	0	0	0	1	with others	0	Quercus robur	80	4.25	10	41-50	45	9.8	2.4	10	4.4	-0.2	-2	7.4	5.6	1.8	2025	rural	20+light
2	11/12/2016	52.248125	-0.8887556	suburban	0	0	1	0	bare soil	0	0	1	0	0	grass	1	0	0	0	0	bare soil_grass	20+	0	0	0	1	alone	1	Quercus robur	94	5	6	41-50	45	10.2	3.9	8.4	4.2	1.8	-0.3	6.3	4.2	2.1	2025	nrural	20+light
2	11/7/2016	34.672336	32.84552	rural	0	1	0	0	litter	0	0	0	1	0	bare soil	0	0	1	0	0	litter_bare soil	20+	0	0	0	1	with others	0	other plant	0.35	2.5	20	81-90	85	32.8	8	38.3	12.6	-5.5	-4.6	24.8	25.7	-0.9	7225	rural	20+light
2	11/6/2016	51.551627	-0.022768	suburban	0	0	1	0	litter	0	0	0	1	0	litter	0	0	0	1	0	litter_litter	10-20	0	0	1	0	alone	1	Quercus petraea	52	8	4	51-60	55	8.2	1.1	8.4	2.3	-0.2	-1.2	7.1	6.1	1	3025	nrural	n20+light
2	11/5/2016	50.1990434	-5.4825564	rural	0	1	0	0	litter	0	0	0	1	0	litter	0	0	0	1	0	litter_litter	20+	0	0	0	1	with others	0	Quercus robur	1	4	10	11-20	15	17.4	0.1	16	7.4	1.4	-7.3	17.3	8.6	8.7	225	rural	20+light
2	11/6/2016	57.2556129	-2.4386795	rural	0	1	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus robur	23.4	12	30	81-90	85	6.2	-0.8	5.9	0.7	0.3	-1.5	7	5.2	1.8	7225	rural	20+light
2	11/9/2016	53.3585946	-1.4990046	suburban	0	0	1	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	10-20	0	0	1	0	with others	0	Quercus robur	120	7	30	11-20	15	8.9	2.4	21.3	3.3	-12.4	-0.9	6.5	18	-11.5	225	nrural	n20+light
2	11/11/2016	52.335802	-2.261764	village or small town	0	0	0	1	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	alone	1	Quercus robur	85	3.5	6	91-100	95	10.1	5.4	9.7	6.4	0.4	-1	4.7	3.3	1.4	9025	nrural	20+light
2	11/4/2016	50.1109221	8.6821267	suburban	0	0	1	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	10-20	0	0	1	0	with others	0	Quercus robur	365	1	15	71-80	75	7.4	2.4	9.1	3.1	-1.7	-0.7	5	6	-1	5625	nrural	n20+light
2	11/18/2016	40.732499	-73.973921	urban	1	0	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	5-10	0	1	0	0	alone	1	other oak	0.1	1	10	0-10	5	16.5	6.5	16.4	9.2	0.1	-2.7	10	7.2	2.8	25	nrural	n20+light
2	11/7/2016	51.544227	-2.572316	suburban	0	0	1	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	0-5	1	0	0	0	with others	0	Quercus robur	6.7	3	3	51-60	55	11.6	-3.9	13	1.8	-1.4	-5.7	15.5	11.2	4.3	3025	nrural	n20+light
2	11/11/2016	55.1351	-7.8643	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus petraea	0.003	8.5	9	11-20	15	10	-1.8	11.2	0.7	-1.2	-2.5	11.8	10.5	1.3	225	rural	20+light
2	11/17/2016	52.62662	1.2959021	urban	1	0	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	5-10	0	1	0	0	alone	1	Quercus petraea	20	3	7	31-40	35	13	0.4	13.8	0.6	-0.8	-0.2	12.6	13.2	-0.6	1225	nrural	n20+light
2	11/15/2016	52.962902	-1.493969	suburban	0	0	1	0	litter	0	0	0	1	0	litter	0	0	0	1	0	litter_litter	20+	0	0	0	1	with others	0	Quercus petraea	106	6	5	41-50	45	13.1	6.1	13.5	7.3	-0.4	-1.2	7	6.2	0.8	2025	nrural	20+light
2	11/2/2016	51.8114769	-3.0330296	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	alone	1	Quercus petraea	33	12	18	81-90	85	17.7	7.2	14.9	9.7	2.8	-2.5	10.5	5.2	5.3	7225	rural	20+light
2	11/10/2016	51.1096917	-0.1917431	village or small town	0	0	0	1	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	5-10	0	1	0	0	alone	1	Quercus robur	36	1.5	2	61-70	65	4	1.6	5.3	4	-1.3	-2.4	2.4	1.3	1.1	4225	nrural	n20+light
2	11/5/2016	51.479432	0.003723	urban	1	0	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus petraea	33	6	25	61-70	65	10.3	7.6	10.3	7	0	0.6	2.7	3.3	-0.6	4225	nrural	20+light
2	10/26/2016	50.42332	-3.690663	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus petraea	9.4	6	35	61-70	65	20.4	3.3	15.2	6.9	5.2	-3.6	17.1	8.3	8.8	4225	rural	20+light
2	11/10/2016	55.747579	-4.14963	suburban	0	0	1	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus robur	37	10.5	37.5	61-70	65	2	-2.1	5	0.5	-3	-2.6	4.1	4.5	-0.4	4225	nrural	20+light
2	11/3/2016	52.6955284	-1.993432	suburban	0	0	1	0	litter	0	0	0	1	0	bare soil	0	0	1	0	0	litter_bare soil	10-20	0	0	1	0	alone	1	Quercus robur	140	25	15	21-30	25	20.4	0	21	6.7	-0.6	-6.7	20.4	14.3	6.1	625	nrural	n20+light
2	11/5/2016	51.134647	-0.079938	rural	0	1	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	Quercus robur	35	5	24	81-90	85	9.1	-1.4	10.4	0.6	-1.3	-2	10.5	9.8	0.7	7225	rural	20+light
2	11/12/2016	52.6815536	-1.8062882	suburban	0	0	1	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus robur	130	2.9	20	31-40	35	14.6	1.2	13.4	2.3	1.2	-1.1	13.4	11.1	2.3	1225	nrural	20+light
2	11/8/2016	56.070458	-4.341286	village or small town	0	0	0	1	bare soil	0	0	1	0	0	grass	1	0	0	0	0	bare soil_grass	20+	0	0	0	1	with others	0	other deciduous tree	32	5	8	51-60	55	11	3	5	2	6	1	8	3	5	3025	nrural	20+light
2	10/30/2016	51.837271	1.243504	village or small town	0	0	0	1	undergrowth	0	1	0	0	0	bare soil	0	0	1	0	0	undergrowth_bare soil	5-10	0	1	0	0	with others	0	other oak	1.5	7	12	61-70	65	14.6	5.5	16.4	6.8	-1.8	-1.3	9.1	9.6	-0.5	4225	nrural	n20+light
2	11/10/2016	55.954167	4.091667	village or small town	0	0	0	1	litter	0	0	0	1	0	undergrowth	0	1	0	0	0	litter_undergrowth	20+	0	0	0	1	with others	0	Quercus petraea	30	1	12	71-80	75	9.9	-4.4	15.6	-2	-5.7	-2.4	14.3	17.6	-3.3	5625	nrural	20+light
2	11/10/2016	53.360646	-2.0364736	village or small town	0	0	0	1	litter	0	0	0	1	0	litter	0	0	0	1	0	litter_litter	5-10	0	1	0	0	with others	0	other deciduous tree	80	1.5	20	0-10	5	9	-0.6	11.7	0.2	-2.7	-0.8	9.6	11.5	-1.9	25	nrural	n20+light
2	11/12/2016	55.692691	12.550652	urban	1	0	0	0	undergrowth	0	1	0	0	0	litter	0	0	0	1	0	undergrowth_litter	20+	0	0	0	1	with others	0	Quercus robur	3	10	5	41-50	45	2.5	-3	10.9	-2.3	-8.4	-0.7	5.5	13.2	-7.7	2025	nrural	20+light
2	11/17/2016	51.0706915	-2.644397	rural	0	1	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	alone	1	Quercus robur	29.6	7	29	61-70	65	17	0.3	13.1	6.2	3.9	-5.9	16.7	6.9	9.8	4225	rural	20+light
2	11/8/2016	56.96414	-2.250849	rural	0	1	0	0	undergrowth	0	1	0	0	0	bare soil	0	0	1	0	0	undergrowth_bare soil	20+	0	0	0	1	with others	0	Quercus robur	6	2	25	11-20	15	7	-1.2	6	-0.5	1	-0.7	8.2	6.5	1.7	225	rural	20+light
2	11/9/2016	51.5341463	0.7130097	urban	1	0	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	5-10	0	1	0	0	alone	1	Quercus petraea	0.64	11.6	3.4	71-80	75	20.6	3.5	14.6	7.9	6	-4.4	17.1	6.7	10.4	5625	nrural	n20+light
2	10/28/2016	53.455494	-2.0983289	suburban	0	0	1	0	litter	0	0	0	1	0	litter	0	0	0	1	0	litter_litter	5-10	0	1	0	0	with others	0	other deciduous tree	64	3	5	51-60	55	12	11.4	12.2	11.7	-0.2	-0.3	0.6	0.5	0.1	3025	nrural	n20+light
2	10/30/2016	55.965	-3.211	urban	1	0	0	0	grass	1	0	0	0	0	bare soil	0	0	1	0	0	grass_bare soil	20+	0	0	0	1	with others	0	Quercus robur	2	7	12	61-70	65	17.4	8.9	24.4	9.7	-7	-0.8	8.5	14.7	-6.2	4225	nrural	20+light
2	11/10/2016	50.729596	-4.55901	rural	0	1	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	Quercus petraea	5.25	4	20	51-60	55	7.5	-2	9.3	1.8	-1.8	-3.8	9.5	7.5	2	3025	rural	20+light
2	11/8/2016	53.769455	-1.6634457	rural	0	1	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	alone	1	Quercus robur	90	3	30	31-40	35	3.6	0	4	0.4	-0.4	-0.4	3.6	3.6	0	1225	rural	20+light
2	11/6/2016	50.966041	-0.299874	village or small town	0	0	0	1	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	other oak	15.5	7	18	71-80	75	13.8	-2.7	7.1	0	6.7	-2.7	16.5	7.1	9.4	5625	nrural	20+light
2	10/19/2016	51.343297	1.167639	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	alone	1	Quercus robur	5	3.5	35	61-70	65	19	7	19.1	9	-0.1	-2	12	10.1	1.9	4225	rural	20+light
2	11/8/2016	52.292121	-1.746236	rural	0	1	0	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus robur	160	6	20	61-70	65	15.3	-3.2	11.6	-1.8	3.7	-1.4	18.5	13.4	5.1	4225	rural	20+light
2	11/15/2016	51.9708021	1.1347702	rural	0	1	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	alone	1	Quercus robur	15	2	20	81-90	85	14.5	9.6	14.7	9.7	-0.2	-0.1	4.9	5	-0.1	7225	rural	20+light
2	11/11/2016	49.740772	8.973695	rural	0	1	0	0	undergrowth	0	1	0	0	0	bare soil	0	0	1	0	0	undergrowth_bare soil	20+	0	0	0	1	with others	0	Quercus petraea	430	5.5	22.6	31-40	35	4	0	4	0	0	0	4	4	0	1225	rural	20+light
2	11/6/2016	50.1033103	-5.2722229	village or small town	0	0	0	1	litter	0	0	0	1	0	artificial surface	0	0	0	0	1	litter_artificial surface	5-10	0	1	0	0	with others	0	other deciduous tree	3.95	2	5	61-70	65	18.9	2.4	16.3	1.3	2.6	1.1	16.5	15	1.5	4225	nrural	n20+light
2	11/17/2016	52.325776	4.827519	rural	0	1	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus robur	22.19	12	25	51-60	55	21.6	4.1	14	7.6	7.6	-3.5	17.5	6.4	11.1	3025	rural	20+light
2	11/9/2016	53.390538	-2.567303	suburban	0	0	1	0	litter	0	0	0	1	0	undergrowth	0	1	0	0	0	litter_undergrowth	20+	0	0	0	1	with others	0	Quercus robur	35	8	10	71-80	75	8.9	-1.5	8.3	4.7	0.6	-6.2	10.4	3.6	6.8	5625	nrural	20+light
2	11/13/2016	50.193195	-5.171026	rural	0	1	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	alone	1	Quercus robur	7	3	10	11-20	15	17.2	4	12.7	8.1	4.5	-4.1	13.2	4.6	8.6	225	rural	20+light
2	11/11/2016	56.217409	-3.193841	rural	0	1	0	0	undergrowth	0	1	0	0	0	grass	1	0	0	0	0	undergrowth_grass	20+	0	0	0	1	with others	0	Quercus robur	10	5	4	51-60	55	18.6	2	19.3	4.4	-0.7	-2.4	16.6	14.9	1.7	3025	rural	20+light
2	11/13/2016	37.877953	-0.765953	rural	0	1	0	0	undergrowth	0	1	0	0	0	undergrowth	0	1	0	0	0	undergrowth_undergrowth	20+	0	0	0	1	alone	1	other oak	20	4	10	61-70	65	20.8	11	18.8	11.4	2	-0.4	9.8	7.4	2.4	4225	rural	20+light
2	11/16/2016	53.75365	-2.493121	urban	1	0	0	0	undergrowth	0	1	0	0	0	litter	0	0	0	1	0	undergrowth_litter	10-20	0	0	1	0	with others	0	other oak	34	2	10	71-80	75	11.6	2.2	15.7	5.6	-4.1	-3.4	9.4	10.1	-0.7	5625	nrural	n20+light
2	11/9/2016	51.435052	-0.028646	urban	1	0	0	0	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus robur	72	8	25	51-60	55	9.6	-0.2	10	5	-0.4	-5.2	9.8	5	4.8	3025	nrural	20+light
2	10/19/2016	53.001284	-1.1054223	suburban	0	0	1	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	10-20	0	0	1	0	alone	1	Quercus robur	105	7	10	81-90	85	13.8	6.3	14.1	6.7	-0.3	-0.4	7.5	7.4	0.1	7225	nrural	n20+light
2	11/10/2016	51.6972895	-1.9542891	village or small town	0	0	0	1	litter	0	0	0	1	0	grass	1	0	0	0	0	litter_grass	20+	0	0	0	1	with others	0	Quercus robur	52	11	30	31-40	35	11	-1.4	16	2	-5	-3.4	12.4	14	-1.6	1225	nrural	20+light
2	11/8/2016	52.18519	-2.2445105	suburban	0	0	1	0	grass	1	0	0	0	0	grass	1	0	0	0	0	grass_grass	20+	0	0	0	1	with others	0	Quercus robur	150	2	30	51-60	55	5	-3	4	0	1	-3	8	4	4	3025	nrural	20+light
